task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t568,p024,b085,,Migrate nginx ingress to v1.7,Provision PostgreSQL resources for the upcoming launch and verify capacity.,done,1,2026-06-23,,[],[],[]
t569,p003,b015,u010,Update PostgreSQL configuration,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,3,2026-07-25,,[],[],[]
t570,p050,b188,u269,Update Redis configuration,Investigate why Redis usage spiked last week and produce a write-up.,in progress,3,2026-05-20,,[],[],[]
t571,p029,b104,"u192,u221",Audit API gateway security and policies,Investigate why React usage spiked last week and produce a write-up.,in progress,1,2026-05-23,mobile,[],[],[]
t572,p005,b009,,Review search index architecture,Document the steps to run Security integration in the new environment.,in progress,9,2026-05-20,"infrastructure,aws",[],[],[]
t573,p046,b172,,Roll out feature flag dashboard to canary,Coordinate with the ML team on PostgreSQL migration.,todo,5,2026-02-09,"frontend,design-system,product",[],[],[]
t574,p013,b044,,Investigate search index timeouts,Investigate why Terraform usage spiked last week and produce a write-up.,todo,9,2026-05-26,"infrastructure,security,aws",[],[],[]
t575,p011,b037,u149,Migrate search index to v15,Review the TypeScript configuration across production and propose adjustments.,in progress,9,2026-03-08,documentation,[],[],[]
t576,p019,b069,,Investigate auth gateway cost regression,Coordinate with the platform team on ML migration.,in progress,5,2026-05-17,,[],[],[]
t577,p002,b013,"u262,u222",Update Kafka configuration,Coordinate with the ML team on Kafka migration.,in progress,1,,,[],[],[]
t578,p039,b145,,Document payment service runbook,Coordinate with the backend team on React migration.,todo,5,,"mobile,product,qa",[],[],[]
t579,p014,b047,"u271,u254",Refactor,Coordinate with the ML team on Next.js migration.,in progress,9,2026-05-20,,[],[],[]
t580,p039,b143,,,Provision Next.js resources for the upcoming launch and verify capacity.,todo,1,2026-06-07,"frontend,documentation,product",[],[],[]
t581,p024,b087,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Coordinate with the ML team on Security migration.,todo,5,2026-06-09,"infrastructure,review",[],[],[]
t582,p048,b181,"u166,u026",Docs,Investigate why Docker usage spiked last week and produce a write-up.,done,3,2026-05-29,"infrastructure,infrastructure,aws",[],[],[]
t583,p009,b030,"u184,u052",Update Spark cluster configuration,Review the Airflow configuration across production and propose adjustments.,in progress,1,2026-06-05,"qa,mobile,frontend",[],[],[]
t584,p041,b150,u228,Document search index runbook,Review the Kafka configuration across production and propose adjustments.,done,3,2026-05-26,,[],[],[]
t585,p041,b152,"u085,u010",Migrate auth gateway to v18,Provision Kubernetes resources for the upcoming launch and verify capacity.,todo,5,2026-07-12,,[],[],[]
t586,p032,b118,,Review auth gateway architecture,Review the Linux configuration across production and propose adjustments.,todo,5,2026-06-13,,[],[],[]
t587,p036,b134,,Audit API gateway security and policies,Document the steps to run Spark integration in the new environment.,todo,9,2026-07-25,"design-system,react",[],[],[]
t588,p001,b001,"u007,u002,u001",Review nginx ingress architecture,Review the React configuration across production and propose adjustments.,done,5,2026-05-30,,[],[],[]
t589,p032,b116,"u171,u281",Roll out cost report to production,Investigate why Next.js usage spiked last week and produce a write-up.,todo,5,2026-07-26,"product,documentation",[],[],[]
t590,p019,b066,"u102,u146,u086",Set up monitoring stack for data team,Investigate why Spark usage spiked last week and produce a write-up.,in progress,1,2026-05-28,react,[],[],[]
t591,p041,b153,,Investigate job runner flaky tests,Investigate why Spark usage spiked last week and produce a write-up.,todo,9,2026-06-06,,[],[],[]
t592,p036,b132,u182,Cleanup,Provision Spark resources for the upcoming launch and verify capacity.,done,9,2026-06-14,"mobile,product,react",[],[],[]
t593,p005,b010,"u013,u014",Migrate event bus to v2.0,Review the React configuration across production and propose adjustments.,in progress,9,2026-06-29,"design-system,qa",[],[],[]
t594,p047,b177,,Document nginx ingress runbook,Coordinate with the data team on NLP migration.,in progress,9,2026-07-05,,[],[],[]
t595,p012,b039,u139,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Document the steps to run PostgreSQL integration in the new environment.,todo,3,2026-06-14,,[],[],[]
t596,p004,b007,"u012,u004",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Review the Monitoring configuration across production and propose adjustments.,todo,9,2026-07-21,"infrastructure,terraform",[],[],[]
t597,p013,b043,"u108,u284",Migrate event bus to v1.7,Provision AWS resources for the upcoming launch and verify capacity.,in progress,1,2026-07-16,"infrastructure,terraform",[],[],[]
t598,p043,b158,u150,Review payment service architecture,Review the Redis configuration across production and propose adjustments.,in progress,1,2026-06-16,,[],[],[]
t599,p037,b137,"u123,u163,u211",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Review the Redis configuration across production and propose adjustments.,done,3,2026-06-15,,[],[],[]
t600,p032,b117,u227,Review payment service architecture,Investigate why Next.js usage spiked last week and produce a write-up.,in progress,5,2026-07-28,"design-system,qa",[],[],[]
